"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.271324504×10^1,4.481662391×10^-2,-2.888861917×10^0,3.875055063×10^-1,2.915080140×10^0
1.272319404×10^1,3.722920379×10^-2,-2.934725137×10^0,3.913868880×10^-1,2.960942644×10^0
1.273314404×10^1,3.928420773×10^-2,-2.973828977×10^0,3.943921376×10^-1,3.000124529×10^0
1.274309304×10^1,3.139169086×10^-2,-3.007514786×10^0,3.856762780×10^-1,3.032305529×10^0
1.275304304×10^1,2.466030311×10^-2,-3.022759647×10^0,3.749467834×10^-1,3.046025132×10^0
1.276299204×10^1,2.032057274×10^-2,-3.004293555×10^0,3.607194114×10^-1,3.025939719×10^0
1.277294104×10^1,2.475396819×10^-2,-2.991939558×10^0,3.730090892×10^-1,3.015203286×10^0
1.278289104×10^1,1.715585863×10^-2,-2.957879527×10^0,3.461598444×10^-1,2.978115554×10^0
1.279284004×10^1,7.317260485×10^-3,-2.934447395×10^0,3.338583990×10^-1,2.953387290×10^0
1.280279004×10^1,-3.097324949×10^-3,-2.897397097×10^0,3.235241032×10^-1,2.915405183×10^0
1.281273904×10^1,-7.819819534×10^-3,-2.839238936×10^0,2.831268597×10^-1,2.853331335×10^0
1.282268904×10^1,-2.224041464×10^-2,-2.779908993×10^0,2.714218303×10^-1,2.793216507×10^0
1.283263804×10^1,-2.650964951×10^-2,-2.690229662×10^0,2.612886786×10^-1,2.703018714×10^0
1.284258704×10^1,-3.433023649×10^-2,-2.605974208×10^0,2.439318037×10^-1,2.617591042×10^0
1.285253704×10^1,-3.746403345×10^-2,-2.503806394×10^0,2.135005546×10^-1,2.513171800×10^0
1.286248604×10^1,-4.121157791×10^-2,-2.405725783×10^0,1.902520251×10^-1,2.413588774×10^0
1.287243604×10^1,-4.260633071×10^-2,-2.301254750×10^0,1.749171174×10^-1,2.308286101×10^0
1.288238504×10^1,-4.817517322×10^-2,-2.167359944×10^0,1.647359455×10^-1,2.174145328×10^0
1.289233504×10^1,-5.694048752×10^-2,-2.042804895×10^0,1.469171405×10^-1,2.048872545×10^0
1.290228404×10^1,-6.192959687×10^-2,-1.890152805×10^0,1.232299968×10^-1,1.895177705×10^0
1.291223304×10^1,-5.702870739×10^-2,-1.746669735×10^0,1.184610077×10^-1,1.751610815×10^0
1.292218304×10^1,-8.379670333×10^-2,-1.614751872×10^0,1.117799791×10^-1,1.620783841×10^0
1.293213204×10^1,-9.754601067×10^-2,-1.454421803×10^0,1.058427894×10^-1,1.461526839×10^0
1.294208204×10^1,-8.748575737×10^-2,-1.279591225×10^0,8.815379262×10^-2,1.285604353×10^0
1.295203104×10^1,-9.727687430×10^-2,-1.115099693×10^0,7.830357313×10^-2,1.122070214×10^0
1.296198004×10^1,-1.046068251×10^-1,-9.193185407×10^-1,1.011440400×10^-1,9.307627431×10^-1
1.297193004×10^1,-1.185944795×10^-1,-7.495580828×10^-1,8.403157867×10^-2,7.635203182×10^-1
1.298187904×10^1,-1.143341525×10^-1,-5.794713503×10^-1,8.028928757×10^-2,5.960752586×10^-1
1.299182904×10^1,-1.249613025×10^-1,-4.241622859×10^-1,5.701393403×10^-2,4.458470148×10^-1
1.300177804×10^1,-1.271540815×10^-1,-2.283717781×10^-1,7.395792246×10^-2,2.716461002×10^-1
1.301172804×10^1,-1.365872300×10^-1,-3.387467444×10^-2,5.403879762×10^-2,1.507440103×10^-1
1.302167704×10^1,-1.492634728×10^-1,1.442361921×10^-1,5.525845371×10^-2,2.147956241×10^-1
1.303162604×10^1,-1.479888072×10^-1,3.328907579×10^-1,6.905678630×10^-2,3.707907543×10^-1
1.304157604×10^1,-1.560815729×10^-1,5.123581785×10^-1,4.177016973×10^-2,5.372309630×10^-1
1.305152504×10^1,-1.637927530×10^-1,6.902486050×10^-1,4.980585203×10^-3,7.094335831×10^-1
1.306147504×10^1,-1.765149604×10^-1,8.535426271×10^-1,-9.028174058×10^-3,8.716501910×10^-1
1.307142404×10^1,-1.761931991×10^-1,1.038462576×10^0,-3.353750937×10^-2,1.053837431×10^0
1.308137304×10^1,-1.827432866×10^-1,1.220899798×10^0,-4.303558029×10^-2,1.235250374×10^0
1.309132304×10^1,-1.769181625×10^-1,1.394263310×10^0,-7.399073996×10^-2,1.407389371×10^0
1.310127204×10^1,-1.946656680×10^-1,1.550302691×10^0,-1.077126559×10^-1,1.566184910×10^0
1.311122204×10^1,-1.914416960×10^-1,1.694994966×10^0,-1.623292315×10^-1,1.713478520×10^0
1.312117104×10^1,-1.865901515×10^-1,1.845688239×10^0,-1.847533035×10^-1,1.864273248×10^0
1.313112104×10^1,-2.148731336×10^-1,2.007152667×10^0,-2.171481208×10^-1,2.030267371×10^0
1.314107004×10^1,-2.060617999×10^-1,2.145699518×10^0,-2.609694938×10^-1,2.171311347×10^0
1.315101904×10^1,-1.941348139×10^-1,2.291105154×10^0,-2.906335882×10^-1,2.317610630×10^0
1.316096904×10^1,-1.998041463×10^-1,2.399041831×10^0,-3.223990989×10^-1,2.428840172×10^0
1.317091804×10^1,-1.897915569×10^-1,2.508572459×10^0,-3.421580831×10^-1,2.538903065×10^0
1.318086804×10^1,-1.958218635×10^-1,2.615494645×10^0,-3.536115360×10^-1,2.646544834×10^0
1.319081704×10^1,-1.816166926×10^-1,2.706351020×10^0,-3.663151968×10^-1,2.737061799×10^0
1.320076704×10^1,-1.881698316×10^-1,2.789219515×10^0,-3.842556238×10^-1,2.821844392×10^0
1.321071604×10^1,-1.838151543×10^-1,2.863944007×10^0,-3.949630451×10^-1,2.896887829×10^0
1.322066504×10^1,-1.754576376×10^-1,2.931588106×10^0,-3.832511453×10^-1,2.961735243×10^0
1.323061504×10^1,-1.701711882×10^-1,2.970453379×10^0,-3.788715807×10^-1,2.999349127×10^0
1.324056404×10^1,-1.615915504×10^-1,3.007953327×10^0,-3.454651952×10^-1,3.032035826×10^0
1.325051404×10^1,-1.610382211×10^-1,3.037968255×10^0,-3.372008137×10^-1,3.060864063×10^0
1.326046304×10^1,-1.597500612×10^-1,3.057526606×10^0,-3.104802076×10^-1,3.077399387×10^0
1.327041304×10^1,-1.521804842×10^-1,3.075916684×10^0,-2.926134554×10^-1,3.093548930×10^0
1.328036204×10^1,-1.529575061×10^-1,3.069489425×10^0,-2.760505593×10^-1,3.085670954×10^0
1.329031092×10^1,-1.560841128×10^-1,3.037978780×10^0,-2.481301045×10^-1,3.052088771×10^0
1.330026092×10^1,-1.410025265×10^-1,3.009374201×10^0,-2.412970483×10^-1,3.022323454×10^0
1.331020992×10^1,-1.444459244×10^-1,2.971576045×10^0,-2.180848447×10^-1,2.983067182×10^0
1.332015992×10^1,-1.441501924×10^-1,2.924871410×10^0,-2.138315070×10^-1,2.936217968×10^0
1.333010892×10^1,-1.283096649×10^-1,2.865667182×10^0,-2.142957028×10^-1,2.876531664×10^0
1.334005792×10^1,-1.335479387×10^-1,2.794866756×10^0,-1.969237713×10^-1,2.804976685×10^0
1.335000792×10^1,-1.332902958×10^-1,2.704985111×10^0,-2.161247849×10^-1,2.716877008×10^0
1.335995692×10^1,-1.274136613×10^-1,2.629694608×10^0,-2.052502064×10^-1,2.640767998×10^0
1.336990692×10^1,-9.803964358×10^-2,2.535594782×10^0,-2.241038954×10^-1,2.547366331×10^0
1.337985592×10^1,-9.806705240×10^-2,2.424638602×10^0,-2.173878566×10^-1,2.436338847×10^0
1.338980592×10^1,-1.025752009×10^-1,2.308176684×10^0,-2.370812058×10^-1,2.322586656×10^0
1.339975492×10^1,-9.169550596×10^-2,2.184102277×10^0,-2.513659537×10^-1,2.200430790×10^0
1.340970392×10^1,-6.997938557×10^-2,2.043712383×10^0,-2.585510854×10^-1,2.061190453×10^0
1.341965392×10^1,-7.930415964×10^-2,1.898821303×10^0,-2.578902769×10^-1,1.917894388×10^0
1.342960292×10^1,-5.309246231×10^-2,1.753769424×10^0,-2.606408802×10^-1,1.773826280×10^0
1.343955292×10^1,-4.787868284×10^-2,1.596115626×10^0,-2.680504719×10^-1,1.619175258×10^0
1.344950192×10^1,-4.203543233×10^-2,1.451287696×10^0,-2.504420936×10^-1,1.473337774×10^0
1.345945092×10^1,-3.136225378×10^-2,1.282620082×10^0,-2.322221696×10^-1,1.303850069×10^0
1.346940092×10^1,-1.603145733×10^-2,1.096243007×10^0,-2.153050053×10^-1,1.117301205×10^0
1.347934992×10^1,-7.315634228×10^-3,9.289763868×10^-1,-2.170697681×10^-1,9.540282647×10^-1
1.348929992×10^1,1.196336668×10^-2,7.549404448×10^-1,-1.935182798×10^-1,7.794405186×10^-1
1.349924892×10^1,1.123496806×10^-2,5.754823798×10^-1,-1.664784157×10^-1,5.991838256×10^-1
1.350919892×10^1,3.576718060×10^-2,3.777389020×10^-1,-1.434813166×10^-1,4.056511524×10^-1
1.351914792×10^1,3.849329872×10^-2,2.012377739×10^-1,-1.061293030×10^-1,2.307418571×10^-1
1.352909692×10^1,5.915026909×10^-2,6.015615463×10^-3,-6.678813972×10^-2,8.941810538×10^-2
1.353904692×10^1,5.299472244×10^-2,-1.677911156×10^-1,-4.445170283×10^-2,1.814889886×10^-1
1.354899592×10^1,6.122906389×10^-2,-3.450213915×10^-1,-6.255424395×10^-3,3.504681001×10^-1
1.355894592×10^1,8.753528511×10^-2,-5.376397848×10^-1,3.027680956×10^-2,5.455599413×10^-1
1.356889492×10^1,7.876853641×10^-2,-7.134521109×10^-1,5.318386160×10^-2,7.197547638×10^-1
1.357884392×10^1,9.772740226×10^-2,-8.943111688×10^-1,8.575051390×10^-2,9.037124888×10^-1
1.358879392×10^1,1.199095457×10^-1,-1.068680402×10^0,1.261337972×10^-1,1.082758438×10^0
1.359874292×10^1,1.161006695×10^-1,-1.251070261×10^0,1.466306269×10^-1,1.264973005×10^0
1.360869292×10^1,1.253098879×10^-1,-1.411399160×10^0,1.582641741×10^-1,1.425762149×10^0
1.361864192×10^1,1.316570771×10^-1,-1.571811090×10^0,1.975282272×10^-1,1.589635520×10^0
1.362859192×10^1,1.382977964×10^-1,-1.717792091×10^0,1.993912232×10^-1,1.734846624×10^0
1.363854092×10^1,1.548568919×10^-1,-1.864902774×10^0,2.135975453×10^-1,1.883472040×10^0
1.364848992×10^1,1.656227123×10^-1,-2.004022653×10^0,2.277923191×10^-1,2.023716140×10^0
1.365843992×10^1,1.546073254×10^-1,-2.143235502×10^0,2.326735747×10^-1,2.161365039×10^0
1.366838892×10^1,1.707361754×10^-1,-2.259042531×10^0,2.440861702×10^-1,2.278596511×10^0
1.367833892×10^1,1.780851388×10^-1,-2.376010818×10^0,2.423226500×10^-1,2.394965968×10^0
1.368828792×10^1,1.874908237×10^-1,-2.480975356×10^0,2.307779074×10^-1,2.498729670×10^0
1.369823792×10^1,1.880593193×10^-1,-2.573950762×10^0,2.445831835×10^-1,2.592375314×10^0
1.370818692×10^1,2.024522771×10^-1,-2.662879311×10^0,2.532956079×10^-1,2.682549499×10^0
1.371813592×10^1,2.090944948×10^-1,-2.738183847×10^0,2.486563540×10^-1,2.757390301×10^0
1.372808592×10^1,2.083822674×10^-1,-2.813655029×10^0,2.437927131×10^-1,2.831874411×10^0
1.373803492×10^1,2.091722628×10^-1,-2.865199404×10^0,2.320433179×10^-1,2.882180557×10^0
1.374798492×10^1,1.988146512×10^-1,-2.910636363×10^0,2.477324208×10^-1,2.927917802×10^0
1.375793392×10^1,2.074716367×10^-1,-2.941919551×10^0,2.235870016×10^-1,2.957689347×10^0
1.376788292×10^1,2.164042453×10^-1,-2.974918898×10^0,2.269620875×10^-1,2.991401851×10^0
1.377783292×10^1,2.148698994×10^-1,-3.002141195×10^0,2.347692168×10^-1,3.018962970×10^0
1.378778192×10^1,2.103836597×10^-1,-2.996212118×10^0,2.300049786×10^-1,3.012382883×10^0
1.379773192×10^1,2.090458533×10^-1,-2.983927118×10^0,2.115277771×10^-1,2.998710592×10^0
1.380768092×10^1,2.131702965×10^-1,-2.954075328×10^0,2.237975744×10^-1,2.970199989×10^0
1.381763092×10^1,2.124403082×10^-1,-2.939592360×10^0,2.198565511×10^-1,2.955447687×10^0
1.382757992×10^1,2.091392260×10^-1,-2.900039454×10^0,2.275560915×10^-1,2.916461868×10^0
1.383752892×10^1,2.121826652×10^-1,-2.851748469×10^0,2.372718982×10^-1,2.869457923×10^0
1.384747892×10^1,2.078520712×10^-1,-2.782736707×10^0,2.210563266×10^-1,2.799230602×10^0
1.385742792×10^1,2.012335347×10^-1,-2.699720278×10^0,2.336126375×10^-1,2.717270575×10^0
1.386737792×10^1,2.070754147×10^-1,-2.622330624×10^0,2.338640678×10^-1,2.640869276×10^0
1.387732692×10^1,1.963562990×10^-1,-2.511328837×10^0,2.408188923×10^-1,2.530478623×10^0
1.388727592×10^1,1.897259219×10^-1,-2.425067203×10^0,2.476447856×10^-1,2.445051084×10^0
1.389722592×10^1,1.761626108×10^-1,-2.325682663×10^0,2.376740404×10^-1,2.344423610×10^0
1.390717492×10^1,1.837960412×10^-1,-2.210301896×10^0,2.503051957×10^-1,2.232009889×10^0
1.391712492×10^1,1.559965508×10^-1,-2.071735749×10^0,2.468928337×10^-1,2.092218920×10^0
1.392707392×10^1,1.622850119×10^-1,-1.931984371×10^0,2.377068579×10^-1,1.953306065×10^0
1.393702392×10^1,1.757333887×10^-1,-1.792987869×10^0,2.390914786×10^-1,1.817375156×10^0
1.394697292×10^1,1.651324598×10^-1,-1.642296351×10^0,2.424805248×10^-1,1.668293391×10^0
1.395692192×10^1,1.582055192×10^-1,-1.486649902×10^0,2.302714654×10^-1,1.512673747×10^0
1.396687192×10^1,1.430880913×10^-1,-1.320943319×10^0,2.204294320×10^-1,1.346831314×10^0
1.397682092×10^1,1.426966933×10^-1,-1.153856208×10^0,2.257259130×10^-1,1.184355809×10^0
1.398677092×10^1,1.415790346×10^-1,-9.830046594×10^-1,2.033310040×10^-1,1.013748628×10^0
1.399671992×10^1,1.279489191×10^-1,-8.064245939×10^-1,1.787189039×10^-1,8.358420893×10^-1
1.400666892×10^1,1.277077580×10^-1,-6.215742266×10^-1,1.576303359×10^-1,6.538433401×10^-1
1.401661892×10^1,1.206103345×10^-1,-4.534544975×10^-1,1.459792471×10^-1,4.914038814×10^-1
1.402656792×10^1,1.066321270×10^-1,-2.709430164×10^-1,1.193685687×10^-1,3.146893450×10^-1
1.403651792×10^1,1.048498956×10^-1,-7.944027185×10^-2,9.776069485×10^-2,1.638945114×10^-1
1.404646692×10^1,7.781514790×10^-2,1.045873922×10^-1,6.524900638×10^-2,1.457777510×10^-1
1.405641692×10^1,7.789010189×10^-2,2.923561049×10^-1,3.738351546×10^-2,3.048548626×10^-1
1.406636592×10^1,6.690026008×10^-2,4.848943913×10^-1,1.985714436×10^-3,4.894917349×10^-1
1.407631492×10^1,6.705517475×10^-2,6.593028009×10^-1,-3.807005167×10^-2,6.637965867×10^-1
1.408626492×10^1,4.999588653×10^-2,8.430971611×10^-1,-7.242704831×10^-2,8.476780574×10^-1
1.409621392×10^1,4.093748968×10^-2,1.016665326×10^0,-1.030407306×10^-1,1.022693334×10^0
1.410616392×10^1,3.018424083×10^-2,1.194822385×10^0,-1.138300129×10^-1,1.200611883×10^0
1.411611292×10^1,1.957331685×10^-2,1.361697242×10^0,-1.227774954×10^-1,1.367361257×10^0
1.412606292×10^1,-9.400349334×10^-3,1.516379485×10^0,-1.385591304×10^-1,1.522725761×10^0
1.413601192×10^1,-9.336523321×10^-3,1.682368489×10^0,-1.637455002×10^-1,1.690344193×10^0
1.414596092×10^1,-2.195189109×10^-2,1.828238978×10^0,-1.902520982×10^-1,1.838242505×10^0
1.415591092×10^1,-3.504894152×10^-2,1.969114775×10^0,-1.905139804×10^-1,1.978619974×10^0
1.416585992×10^1,-4.807745162×10^-2,2.113834532×10^0,-1.887131111×10^-1,2.122786025×10^0
1.417580992×10^1,-6.756594731×10^-2,2.240114509×10^0,-1.955344728×10^-1,2.249647062×10^0
1.418575892×10^1,-7.916073840×10^-2,2.362482115×10^0,-1.845287704×10^-1,2.370999585×10^0
1.419570792×10^1,-8.738762464×10^-2,2.472855912×10^0,-1.820507935×10^-1,2.481087554×10^0
1.420565792×10^1,-1.051924877×10^-1,2.569157215×10^0,-1.775471950×10^-1,2.577432300×10^0
1.421560692×10^1,-9.701661838×10^-2,2.666837291×10^0,-1.610872829×10^-1,2.673458897×10^0
1.422555692×10^1,-1.125596505×10^-1,2.759756564×10^0,-1.521093218×10^-1,2.766236291×10^0
1.423550592×10^1,-1.193827299×10^-1,2.826380324×10^0,-1.490560520×10^-1,2.832824682×10^0
1.424545492×10^1,-1.339299081×10^-1,2.898141448×10^0,-1.501366174×10^-1,2.905116534×10^0
1.425540492×10^1,-1.393232336×10^-1,2.947363894×10^0,-1.547114059×10^-1,2.954708193×10^0
1.426535392×10^1,-1.353570307×10^-1,2.991411554×10^0,-1.431632280×10^-1,2.997892647×10^0
1.427530392×10^1,-1.330502676×10^-1,3.027437419×10^0,-1.556506149×10^-1,3.034354431×10^0
1.428525292×10^1,-7.795949373×10^-1,3.110028756×10^0,-7.212540507×10^-2,3.207062394×10^0
1.429520292×10^1,-2.920812565×10^0,3.129416369×10^0,5.354552650×10^-1,4.314059015×10^0
1.430515192×10^1,4.343596108×10^-1,3.079503951×10^0,-3.101235274×10^-1,3.125410286×10^0
1.431510092×10^1,-3.004420367×10^-1,2.976190667×10^0,-2.732603411×10^-1,3.003772215×10^0
1.432505092×10^1,-1.652627248×10^-1,3.011591465×10^0,-2.831992920×10^-1,3.029388842×10^0
1.433499992×10^1,-8.799781814×10^-2,3.018953109×10^0,-3.724288993×10^-1,3.043111036×10^0
1.434494992×10^1,-2.057706816×10^-1,2.900803100×10^0,-3.337532222×10^-1,2.927181480×10^0
1.435489892×10^1,-3.441181429×10^-2,2.906576641×10^0,-3.588248404×10^-1,2.928844006×10^0
1.436484792×10^1,-1.391311160×10^-2,2.850278479×10^0,-4.072783776×10^-1,2.879263215×10^0
1.437479792×10^1,5.936468831×10^-2,2.746284580×10^0,-4.562383568×10^-1,2.784556804×10^0
1.438474692×10^1,2.202591319×10^-1,2.717222748×10^0,-4.500846740×10^-1,2.763039950×10^0
1.439469692×10^1,9.241426581×10^-2,2.589238892×10^0,-4.835494586×10^-1,2.635624882×10^0
1.440464592×10^1,2.174359317×10^-2,2.459245933×10^0,-4.071636991×10^-1,2.492818810×10^0
1.441459592×10^1,5.877021834×10^-2,2.373949674×10^0,-3.637738506×10^-1,2.402378490×10^0
1.442454492×10^1,-1.163909929×10^-1,2.211160267×10^0,-3.667455518×10^-1,2.244388311×10^0
1.443449392×10^1,-2.009107135×10^-1,2.065602019×10^0,-2.345832753×10^-1,2.088565568×10^0
1.444444392×10^1,-1.402597200×10^-1,1.949340661×10^0,-2.460215986×10^-1,1.969804160×10^0
1.445439292×10^1,-2.219221896×10^-1,1.750866866×10^0,-2.570471084×10^-1,1.783495853×10^0
1.446434292×10^1,-1.793271605×10^-1,1.618007017×10^0,-1.552213562×10^-1,1.635297712×10^0
1.447429192×10^1,-2.302230797×10^-1,1.461060147×10^0,-1.188668045×10^-1,1.483856037×10^0
1.448424092×10^1,-3.386433949×10^-1,1.264787244×10^0,-7.167392693×10^-2,1.311298316×10^0
1.449419092×10^1,-2.502097033×10^-1,1.130432262×10^0,-6.864704266×10^-3,1.157812212×10^0
1.450413992×10^1,-3.141934088×10^-1,9.228227770×10^-1,3.369165659×10^-2,9.754252937×10^-1
1.451408992×10^1,-3.862022715×10^-1,7.409211606×10^-1,7.741114184×10^-2,8.391119387×10^-1
1.452403892×10^1,-2.366700735×10^-1,6.067164516×10^-1,4.598016500×10^-2,6.528642676×10^-1
1.453398892×10^1,-2.334390849×10^-1,3.960722619×10^-1,-1.796337739×10^-3,4.597502255×10^-1
1.454393792×10^1,-1.624023948×10^-1,2.478932923×10^-1,-8.515884876×10^-3,2.964762090×10^-1
1.455388692×10^1,-1.188351564×10^-1,6.641033649×10^-2,3.261576891×10^-2,1.399854120×10^-1
1.456383692×10^1,-2.121102877×10^-1,-1.697405773×10^-1,6.150225677×10^-2,2.785411376×10^-1
1.457378592×10^1,-1.239147057×10^-1,-3.072051090×10^-1,-2.782032117×10^-3,3.312666192×10^-1
1.458373592×10^1,-1.338153301×10^-1,-4.983336318×10^-1,3.946176209×10^-2,5.174941369×10^-1
1.459368492×10^1,-2.197198359×10^-1,-7.001795161×10^-1,2.887113892×10^-2,7.344124888×10^-1
1.460363392×10^1,-9.408281447×10^-2,-8.400542700×10^-1,-8.045841828×10^-3,8.453445973×10^-1
1.461358392×10^1,-8.230667747×10^-2,-1.024057961×10^0,-2.048754729×10^-2,1.027564516×10^0
1.462353292×10^1,-5.686525030×10^-2,-1.200424603×10^0,-4.925350942×10^-2,1.202779611×10^0
1.463348292×10^1,1.963719768×10^-2,-1.332823107×10^0,-5.452418961×10^-2,1.334082434×10^0
1.464343192×10^1,-6.700724585×10^-2,-1.527383945×10^0,-5.590055108×10^-2,1.529874687×10^0
1.465338092×10^1,1.767701914×10^-2,-1.661523165×10^0,-6.923914634×10^-2,1.663059158×10^0
1.466333092×10^1,1.418508022×10^-2,-1.812645038×10^0,-5.034211479×10^-2,1.813399454×10^0
1.467327992×10^1,-8.089835730×10^-2,-1.982381523×10^0,-4.064392291×10^-2,1.984447776×10^0
1.468322992×10^1,-1.309749811×10^-2,-2.100970073×10^0,8.077489883×10^-3,2.101026425×10^0
1.469317892×10^1,1.758438645×10^-2,-2.227556444×10^0,-3.702449642×10^-2,2.227933513×10^0
1.470312892×10^1,2.260867045×10^-2,-2.343272257×10^0,-1.980327688×10^-2,2.343464997×10^0
1.471307792×10^1,1.104219176×10^-1,-2.436121949×10^0,5.339677334×10^-3,2.438629054×10^0
1.472302692×10^1,4.335411650×10^-2,-2.549083139×10^0,7.273936272×10^-4,2.549451893×10^0
1.473297692×10^1,6.013565283×10^-2,-2.645019575×10^0,6.250673532×10^-3,2.645710476×10^0
1.474292592×10^1,1.100436575×10^-1,-2.724948674×10^0,3.583400331×10^-2,2.727405170×10^0
1.475287592×10^1,2.014784234×10^-2,-2.806689826×10^0,7.921339989×10^-2,2.807879712×10^0
1.476282492×10^1,6.611099560×10^-3,-2.867306741×10^0,1.327715564×10^-1,2.870386723×10^0
1.477277392×10^1,4.728117962×10^-2,-2.907984066×10^0,1.499985500×10^-1,2.912233920×10^0
1.478272392×10^1,2.195698000×10^-2,-2.964644755×10^0,1.560282719×10^-1,2.968828970×10^0
1.479267292×10^1,5.530820986×10^-2,-2.982630790×10^0,1.714730342×10^-1,2.988067675×10^0
1.480262292×10^1,2.544483500×10^-2,-3.007598401×10^0,2.111955822×10^-1,3.015111798×10^0
1.481257192×10^1,-1.470035696×10^-2,-3.037147890×10^0,2.135320564×10^-1,3.044680500×10^0
1.482252092×10^1,4.063330656×10^-2,-3.010200412×10^0,2.285641515×10^-1,3.019138811×10^0
1.483247092×10^1,2.388183771×10^-2,-2.995605177×10^0,2.476120412×10^-1,3.005916240×10^0
1.484241992×10^1,-3.403309744×10^-2,-2.978218482×10^0,2.834858787×10^-1,2.991873630×10^0
1.485236992×10^1,-3.030420011×10^-2,-2.922119125×10^0,3.149205101×10^-1,2.939196056×10^0
1.486231892×10^1,-4.825215546×10^-2,-2.892873691×10^0,2.876479999×10^-1,2.907539825×10^0
1.487226892×10^1,-1.076788517×10^-2,-2.831069791×10^0,2.512466705×10^-1,2.842216916×10^0
1.488221792×10^1,-6.098006386×10^-3,-2.734622308×10^0,2.722850255×10^-1,2.748151286×10^0
1.489216692×10^1,-2.836577503×10^-2,-2.667904993×10^0,2.521881453×10^-1,2.679947859×10^0
1.490211692×10^1,3.155806242×10^-2,-2.556219081×10^0,2.091538806×10^-1,2.564955603×10^0
1.491206592×10^1,5.122118885×10^-2,-2.449420272×10^0,1.891434661×10^-1,2.457246127×10^0
1.492201592×10^1,1.933712589×10^-2,-2.355870084×10^0,2.059552344×10^-1,2.364934531×10^0
1.493196492×10^1,-6.093748882×10^-3,-2.241745883×10^0,2.137285960×10^-1,2.251919548×10^0
1.494191392×10^1,-3.924908789×10^-2,-2.132071998×10^0,1.805538332×10^-1,2.140063359×10^0
1.495186392×10^1,-3.748218723×10^-2,-1.987517717×10^0,1.240171051×10^-1,1.991735884×10^0
1.496181292×10^1,5.625131093×10^-3,-1.830849175×10^0,1.136090612×10^-1,1.834379285×10^0
1.497176292×10^1,-9.121893961×10^-3,-1.686175026×10^0,4.820086442×10^-2,1.686888482×10^0
1.498171192×10^1,2.692646462×10^-2,-1.523435905×10^0,1.210607529×10^-2,1.523721939×10^0
1.499166192×10^1,5.970250206×10^-2,-1.359860632×10^0,-4.184611045×10^-2,1.361813652×10^0
1.500161092×10^1,4.461381689×10^-2,-1.201295253×10^0,-7.600210905×10^-2,1.204523557×10^0
1.501155992×10^1,4.244453643×10^-2,-1.022454069×10^0,-6.532860160×10^-2,1.025417812×10^0
1.502150992×10^1,3.632990202×10^-2,-8.490928960×10^-1,-8.079448700×10^-2,8.537015620×10^-1
1.503145892×10^1,5.876179470×10^-2,-6.656546313×10^-1,-1.239562941×10^-1,6.796426999×10^-1
1.504140892×10^1,8.049457965×10^-2,-4.797804165×10^-1,-1.463032559×10^-1,5.080091221×10^-1
1.505135792×10^1,6.752828758×10^-2,-2.853137183×10^-1,-1.521257671×10^-1,3.303123317×10^-1
1.506130692×10^1,8.839758497×10^-2,-1.161081612×10^-1,-1.789341545×10^-1,2.308953654×10^-1
1.507125692×10^1,1.176650007×10^-1,7.994020879×10^-2,-1.970487555×10^-1,2.430302479×10^-1
1.508120592×10^1,1.023480731×10^-1,2.483768570×10^-1,-1.931451543×10^-1,3.308643858×10^-1
1.509115592×10^1,5.691531708×10^-2,4.188471669×10^-1,-1.649498805×10^-1,4.537408573×10^-1
1.510110492×10^1,5.896312164×10^-2,5.994518709×10^-1,-1.107730886×10^-1,6.124458118×10^-1
1.511105392×10^1,5.270320220×10^-2,7.774668431×10^-1,-1.194983038×10^-1,7.883604279×10^-1
1.512100392×10^1,8.966650385×10^-2,9.587621033×10^-1,-1.140264793×10^-1,9.696736001×10^-1
1.513095292×10^1,9.383383272×10^-2,1.142485127×10^0,-8.590129897×10^-2,1.149546036×10^0
1.514090292×10^1,1.003559084×10^-1,1.295121430×10^0,-8.548161507×10^-2,1.301813325×10^0
1.515085192×10^1,1.031002260×10^-1,1.452764702×10^0,-8.618795872×10^-2,1.458966518×10^0
1.516080192×10^1,7.109698948×10^-2,1.623649580×10^0,-8.082957029×10^-2,1.627214233×10^0
1.517075092×10^1,4.445612479×10^-2,1.773780350×10^0,-5.766524076×10^-2,1.775274164×10^0
1.518069992×10^1,4.484299120×10^-2,1.912506126×10^0,-7.475080490×10^-3,1.913046380×10^0
1.519064992×10^1,3.551609751×10^-2,2.062861429×10^0,-2.653349519×10^-2,2.063337756×10^0
1.520059892×10^1,-4.539997503×10^-3,2.185169393×10^0,-2.709475480×10^-2,2.185342082×10^0
1.521054892×10^1,1.273973074×10^-2,2.309982889×10^0,-1.684224688×10^-2,2.310079417×10^0
1.522049792×10^1,-2.018276118×10^-3,2.436081603×10^0,-6.943217754×10^-2,2.437071701×10^0
1.523044692×10^1,-5.518017411×10^-3,2.536342056×10^0,-1.192305013×10^-1,2.539148949×10^0
1.524039692×10^1,5.235414170×10^-3,2.643695181×10^0,-1.405285458×10^-1,2.647432698×10^0
1.525034592×10^1,-2.106784690×10^-2,2.729821159×10^0,-1.616392601×10^-1,2.734683650×10^0
1.526029592×10^1,-2.433841389×10^-2,2.816715462×10^0,-1.754001705×10^-1,2.822276310×10^0
1.527024492×10^1,-1.961897995×10^-2,2.865143856×10^0,-2.091338539×10^-1,2.872833303×10^0
