"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.021808596×10^1,-2.675259036×10^-1,2.270655686×10^0,-6.047145112×10^-1,2.364979280×10^0
1.022803496×10^1,-2.887440970×10^-1,2.324424343×10^0,-6.229834056×10^-1,2.423722344×10^0
1.023798496×10^1,-2.979362489×10^-1,2.370945960×10^0,-6.466457717×10^-1,2.475540649×10^0
1.024793396×10^1,-2.831277367×10^-1,2.393367693×10^0,-6.441316152×10^-1,2.494649427×10^0
1.025788396×10^1,-2.638850617×10^-1,2.399344717×10^0,-5.932536761×10^-1,2.485646861×10^0
1.026783296×10^1,-2.391652266×10^-1,2.406208178×10^0,-5.219879580×10^-1,2.473764183×10^0
1.027778296×10^1,-2.093095993×10^-1,2.416092312×10^0,-4.342608659×10^-1,2.463715703×10^0
1.028773196×10^1,-1.624485878×10^-1,2.386481427×10^0,-3.512969157×10^-1,2.417662646×10^0
1.029768196×10^1,-1.150833636×10^-1,2.334741755×10^0,-2.684746143×10^-1,2.352943233×10^0
1.030763096×10^1,-6.271014534×10^-2,2.279938726×10^0,-2.167317259×10^-1,2.291075249×10^0
1.031758096×10^1,1.359112188×10^-2,2.221487035×10^0,-1.711855705×10^-1,2.228114419×10^0
1.032752996×10^1,7.265728243×10^-2,2.155248021×10^0,-1.684686618×10^-1,2.163042950×10^0
1.033747996×10^1,1.024352514×10^-1,2.094206598×10^0,-1.662991986×10^-1,2.103294958×10^0
1.034742896×10^1,1.225055268×10^-1,1.979492998×10^0,-1.765977533×10^-1,1.991127043×10^0
1.035737896×10^1,1.208611801×10^-1,1.874886895×10^0,-1.993324587×10^-1,1.889323086×10^0
1.036732796×10^1,1.013467922×10^-1,1.730351910×10^0,-2.327036878×10^-1,1.748868180×10^0
1.037727796×10^1,6.104551613×10^-2,1.591645430×10^0,-2.778596878×10^-1,1.616869734×10^0
1.038722696×10^1,3.754277900×10^-2,1.455522834×10^0,-3.305068481×10^-1,1.493047540×10^0
1.039717696×10^1,1.088590756×10^-2,1.324863877×10^0,-3.638367082×10^-1,1.373957767×10^0
1.040712596×10^1,-2.307636548×10^-2,1.172030523×10^0,-3.952539441×10^-1,1.237098924×10^0
1.041707596×10^1,-4.434455261×10^-2,9.917251968×10^-1,-4.154201138×10^-1,1.076131579×10^0
1.042702496×10^1,-7.125289086×10^-2,7.980116200×10^-1,-4.155790119×10^-1,9.025549486×10^-1
1.043697496×10^1,-9.967401344×10^-2,6.263098866×10^-1,-3.823399298×10^-1,7.405287333×10^-1
1.044692396×10^1,-1.402068758×10^-1,4.367168427×10^-1,-3.173870118×10^-1,5.577760159×10^-1
1.045687396×10^1,-1.549570620×10^-1,2.722966468×10^-1,-2.335472949×10^-1,3.907703851×10^-1
1.046682296×10^1,-1.520837768×10^-1,7.397955716×10^-2,-1.532122529×10^-1,2.282026390×10^-1
1.047677296×10^1,-1.468208807×10^-1,-1.382720321×10^-1,-6.452855632×10^-2,2.117533009×10^-1
1.048672196×10^1,-1.176434208×10^-1,-3.315903372×10^-1,3.199494079×10^-2,3.532927998×10^-1
1.049667196×10^1,-7.601117224×10^-2,-5.116196752×10^-1,1.305637939×10^-1,5.334597404×10^-1
1.050662096×10^1,-5.613981184×10^-2,-6.921074349×10^-1,1.901630013×10^-1,7.199488502×10^-1
1.051657096×10^1,-1.482590765×10^-2,-8.686986101×10^-1,2.627083826×10^-1,9.076743783×10^-1
1.052651996×10^1,3.081844445×10^-2,-1.016113349×10^0,3.247765768×10^-1,1.067200046×10^0
1.053646996×10^1,5.117830317×10^-2,-1.183336700×10^0,3.844611534×10^-1,1.245277215×10^0
1.054641896×10^1,6.367168341×10^-2,-1.353404721×10^0,4.216019364×10^-1,1.418980837×10^0
1.055636896×10^1,1.004882382×10^-1,-1.512246088×10^0,4.523476195×10^-1,1.581646132×10^0
1.056631796×10^1,1.175155860×10^-1,-1.630877908×10^0,4.332669854×10^-1,1.691535676×10^0
1.057626796×10^1,1.343481850×10^-1,-1.731104447×10^0,4.152422123×10^-1,1.785272566×10^0
1.058621696×10^1,1.503466786×10^-1,-1.844172640×10^0,3.854753530×10^-1,1.890018016×10^0
1.059616696×10^1,1.650134324×10^-1,-1.941104273×10^0,3.463329220×10^-1,1.978651492×10^0
1.060611596×10^1,1.586619309×10^-1,-2.063399373×10^0,3.096346271×10^-1,2.092525791×10^0
1.061606596×10^1,1.587697755×10^-1,-2.145119475×10^0,2.781755836×10^-1,2.168899965×10^0
1.062601496×10^1,1.478568246×10^-1,-2.196009547×10^0,2.533329570×10^-1,2.215512843×10^0
1.063596496×10^1,1.329102085×10^-1,-2.233269174×10^0,2.305289622×10^-1,2.249066457×10^0
1.064591396×10^1,1.149539574×10^-1,-2.292487435×10^0,2.135778840×10^-1,2.305282752×10^0
1.065586396×10^1,9.522936210×10^-2,-2.317623446×10^0,2.064792180×10^-1,2.328750896×10^0
1.066581296×10^1,6.798013117×10^-2,-2.359920450×10^0,2.180543661×10^-1,2.370947814×10^0
1.067576296×10^1,5.925835121×10^-2,-2.367398454×10^0,2.268919940×10^-1,2.378984441×10^0
1.068571121×10^1,5.139666013×10^-2,-2.355317522×10^0,2.450592931×10^-1,2.368589517×10^0
1.069566121×10^1,5.013165157×10^-2,-2.328533181×10^0,2.429996113×10^-1,2.341714920×10^0
1.070561021×10^1,3.933619313×10^-2,-2.286613322×10^0,2.959721692×10^-1,2.306024143×10^0
1.071556021×10^1,1.574212980×10^-2,-2.243636287×10^0,3.301431513×10^-1,2.267850547×10^0
1.072550921×10^1,1.305233750×10^-2,-2.187570260×10^0,3.689173539×10^-1,2.218498145×10^0
1.073545921×10^1,9.091689438×10^-3,-2.135283873×10^0,4.174490976×10^-1,2.175726000×10^0
1.074540821×10^1,-8.298587725×10^-3,-2.045923215×10^0,4.702026772×10^-1,2.099276358×10^0
1.075535821×10^1,-1.860792328×10^-2,-1.934702157×10^0,4.964321172×10^-1,1.997464277×10^0
1.076530721×10^1,-2.074643277×10^-2,-1.814523749×10^0,5.196910255×10^-1,1.887592544×10^0
1.077525721×10^1,-2.204893660×10^-2,-1.694429541×10^0,5.336296181×10^-1,1.776608621×10^0
1.078520621×10^1,-2.234433062×10^-2,-1.560457551×10^0,5.139692326×10^-1,1.643073769×10^0
1.079515621×10^1,-5.950272828×10^-4,-1.429537808×10^0,4.776137307×10^-1,1.507213845×10^0
1.080510521×10^1,5.457425639×10^-3,-1.260238695×10^0,4.219033603×10^-1,1.328997290×10^0
1.081505521×10^1,1.696635403×10^-2,-1.057628580×10^0,3.569679840×10^-1,1.116374584×10^0
1.082500421×10^1,2.679665644×10^-2,-8.896304727×10^-1,2.948492114×10^-1,9.376014591×10^-1
1.083495421×10^1,1.837253630×10^-2,-7.094111001×10^-1,2.131647782×10^-1,7.409729292×10^-1
1.084490321×10^1,1.288722675×10^-2,-5.432525271×10^-1,1.367187193×10^-1,5.603404296×10^-1
1.085485321×10^1,1.361582637×10^-2,-3.636395109×10^-1,3.346843913×10^-2,3.654301862×10^-1
1.086480221×10^1,1.728901070×10^-2,-1.553891712×10^-1,-6.470046446×10^-2,1.692065440×10^-1
1.087475221×10^1,2.791870058×10^-2,4.727941632×10^-2,-1.571274023×10^-1,1.664446382×10^-1
1.088470121×10^1,3.401084147×10^-2,2.331290728×10^-1,-2.474002258×10^-1,3.416325126×10^-1
1.089465121×10^1,3.032157730×10^-2,4.167187804×10^-1,-2.976348250×10^-1,5.129916461×10^-1
1.090460021×10^1,3.320005193×10^-2,5.869388294×10^-1,-3.273271322×10^-1,6.728614155×10^-1
1.091455021×10^1,1.008688554×10^-2,7.690456831×10^-1,-3.217173135×10^-1,8.336876141×10^-1
1.092449921×10^1,-1.197392821×10^-2,9.184432125×10^-1,-3.215595849×10^-1,9.731813172×10^-1
1.093444921×10^1,-4.314481359×10^-2,1.092408988×10^0,-2.571954815×10^-1,1.123106579×10^0
1.094439821×10^1,-6.632887747×10^-2,1.250204288×10^0,-2.188998735×10^-1,1.270955325×10^0
1.095434821×10^1,-5.832041762×10^-1,1.491511277×10^0,-8.470846698×10^-2,1.603717096×10^0
1.096429721×10^1,-1.095287645×10^0,1.728818770×10^0,4.491173252×10^-2,2.047067764×10^0
1.097424721×10^1,7.004365012×10^-2,1.582467055×10^0,-5.621045351×10^-2,1.585013473×10^0
1.098419621×10^1,-1.811429768×10^-1,1.757112277×10^0,2.299110577×10^-2,1.766574347×10^0
1.099414621×10^1,-1.775008558×10^-1,1.889263444×10^0,3.334213927×10^-2,1.897876343×10^0
1.100409521×10^1,-2.090112451×10^-1,1.995138393×10^0,4.271771103×10^-2,2.006511328×10^0
1.101404521×10^1,-2.330574444×10^-1,2.097173476×10^0,1.225927234×10^-2,2.110119108×10^0
1.102399421×10^1,-2.516670487×10^-1,2.151386520×10^0,-3.553469896×10^-2,2.166347843×10^0
1.103394421×10^1,-2.615610127×10^-1,2.224071504×10^0,-1.117261116×10^-1,2.242184413×10^0
1.104389321×10^1,-2.314867726×10^-1,2.296399807×10^0,-2.232348530×10^-1,2.318808315×10^0
1.105384321×10^1,-1.839428429×10^-1,2.374622104×10^0,-3.552885175×10^-1,2.408089500×10^0
1.106379221×10^1,-1.542095686×10^-1,2.433555606×10^0,-4.928666313×10^-1,2.487748178×10^0
1.107374221×10^1,-1.190683507×10^-1,2.458908548×10^0,-5.885361426×10^-1,2.531162443×10^0
1.108369121×10^1,-8.940692402×10^-2,2.444591641×10^0,-6.852843189×10^-1,2.540400851×10^0
1.109364121×10^1,-4.615247514×10^-2,2.427398488×10^0,-7.336020546×10^-1,2.536250272×10^0
1.110359021×10^1,-2.578084890×10^-2,2.414915267×10^0,-7.493907063×10^-1,2.528649211×10^0
1.111354021×10^1,-4.933551662×10^-3,2.380166434×10^0,-6.919605236×10^-1,2.478714578×10^0
1.112348921×10^1,2.339858361×10^-2,2.332281831×10^0,-6.488047099×10^-1,2.420957163×10^0
1.113343921×10^1,4.822450910×10^-2,2.276162594×10^0,-5.817932796×10^-1,2.349835138×10^0
1.114338821×10^1,8.228932768×10^-2,2.167786206×10^0,-4.959048446×10^-1,2.225306762×10^0
1.115333821×10^1,7.001130771×10^-2,2.045806856×10^0,-3.801323135×10^-1,2.082000924×10^0
1.116328721×10^1,5.933747135×10^-2,1.923093680×10^0,-2.588585758×10^-1,1.941344379×10^0
1.117323721×10^1,4.502370670×10^-2,1.816696574×10^0,-1.642937498×10^-1,1.824666000×10^0
1.118318621×10^1,1.216513216×10^-3,1.688220967×10^0,-6.007677868×10^-2,1.689290009×10^0
1.119313621×10^1,-3.474744447×10^-2,1.525382443×10^0,3.592690095×10^-2,1.526201076×10^0
1.120308521×10^1,-7.234653946×10^-2,1.367463182×10^0,9.113821149×10^-2,1.372405096×10^0
1.121303521×10^1,-1.051961970×10^-1,1.202109770×10^0,1.032678218×10^-1,1.211114521×10^0
1.122298421×10^1,-1.147023078×10^-1,1.024995269×10^0,8.166323707×10^-2,1.034621093×10^0
1.123293421×10^1,-1.335647312×10^-1,8.766262650×10^-1,4.295598507×10^-2,8.877828353×10^-1
1.124288321×10^1,-1.332919220×10^-1,7.325111103×10^-1,-1.131670117×10^-2,7.446256314×10^-1
1.125283321×10^1,-1.369968640×10^-1,5.582553130×10^-1,-6.648050308×10^-2,5.786508382×10^-1
1.126278221×10^1,-1.180571113×10^-1,3.911494911×10^-1,-1.367445932×10^-1,4.308532113×10^-1
1.127273221×10^1,-1.179277416×10^-1,2.120960534×10^-1,-1.838633573×10^-1,3.044625137×10^-1
1.128268121×10^1,-1.153310297×10^-1,9.054998159×10^-3,-1.887481213×10^-1,2.213799735×10^-1
1.129263121×10^1,-9.007968273×10^-2,-1.566153324×10^-1,-2.195079839×10^-1,2.842999588×10^-1
1.130258021×10^1,-5.953317035×10^-2,-3.099994934×10^-1,-2.052735221×10^-1,3.765383156×10^-1
1.131253021×10^1,-6.489605382×10^-3,-4.699880844×10^-1,-2.066369466×10^-1,5.134488701×10^-1
1.132247921×10^1,3.255451933×10^-2,-6.631631327×10^-1,-1.677308893×10^-1,6.848202600×10^-1
1.133242921×10^1,8.557294127×10^-2,-8.535478896×10^-1,-1.110782401×10^-1,8.649884991×10^-1
1.134237821×10^1,1.411265697×10^-1,-1.035026168×10^0,-7.209032178×10^-2,1.047087814×10^0
1.135232821×10^1,1.690294463×10^-1,-1.184052399×10^0,1.122767732×10^-2,1.196109150×10^0
1.136227721×10^1,1.991828430×10^-1,-1.318786281×10^0,1.160495429×10^-1,1.338782490×10^0
1.137222721×10^1,2.070773516×10^-1,-1.460570151×10^0,1.785727966×10^-1,1.485945638×10^0
1.138217621×10^1,2.088317356×10^-1,-1.619770537×10^0,2.893352871×10^-1,1.658608512×10^0
1.139212621×10^1,2.164802957×10^-1,-1.770938019×10^0,3.580906494×10^-1,1.819701651×10^0
1.140207521×10^1,2.200191768×10^-1,-1.892978180×10^0,4.165135431×10^-1,1.950707144×10^0
1.141202521×10^1,1.983700070×10^-1,-1.998080127×10^0,4.608845544×10^-1,2.060118790×10^0
1.142197421×10^1,2.078717324×10^-1,-2.097773400×10^0,4.861585593×10^-1,2.163380235×10^0
1.143192421×10^1,1.889161556×10^-1,-2.158389146×10^0,4.908443718×10^-1,2.221544781×10^0
1.144187321×10^1,1.710129315×10^-1,-2.222056553×10^0,4.750617135×10^-1,2.278697957×10^0
1.145182321×10^1,1.307708585×10^-1,-2.304022238×10^0,4.754533307×10^-1,2.356199346×10^0
1.146177221×10^1,1.009678195×10^-1,-2.364861347×10^0,4.607572313×10^-1,2.411443741×10^0
1.147172221×10^1,6.188298360×10^-2,-2.388844287×10^0,4.394204490×10^-1,2.429711271×10^0
1.148167121×10^1,3.105880156×10^-2,-2.390207857×10^0,3.977311170×10^-1,2.423272228×10^0
1.149162121×10^1,-6.582795382×10^-3,-2.373812265×10^0,3.581631549×10^-1,2.400689244×10^0
1.150157021×10^1,-3.363300171×10^-2,-2.355376579×10^0,3.123069508×10^-1,2.376229290×10^0
1.151152021×10^1,-2.991771743×10^-2,-2.371393272×10^0,2.377233763×10^-1,2.383466703×10^0
1.152146921×10^1,-2.424793919×10^-1,-2.403869877×10^0,1.859028661×10^-1,2.423209961×10^0
1.153141921×10^1,-4.560956482×10^-1,-2.163572118×10^0,1.776723254×10^-1,2.218250438×10^0
1.154136821×10^1,-3.264033087×10^-1,-2.088831253×10^0,1.040395081×10^-1,2.116737901×10^0
1.155131821×10^1,-1.975397024×10^-1,-2.108255703×10^0,5.410092428×10^-2,2.118181049×10^0
1.156126721×10^1,-4.003447859×10^-1,-1.953078201×10^0,3.514249697×10^-2,1.993997343×10^0
1.157121721×10^1,-2.019715264×10^0,-7.798688793×10^-1,-4.779663178×10^-1,2.217182224×10^0
1.158116621×10^1,-3.848637927×10^0,2.688790078×10^0,-1.136133736×10^0,4.830362910×10^0
1.159111621×10^1,-2.182665616×10^0,4.384858008×10^0,2.572774887×10^-1,4.904814028×10^0
1.160106521×10^1,-2.039467743×10^0,4.844394194×10^0,5.199740307×10^-1,5.281851643×10^0
1.161101521×10^1,-1.341255230×10^0,3.978175389×10^0,4.300463390×10^-1,4.220164081×10^0
1.162096421×10^1,3.377659105×10^-1,1.925883971×10^0,6.930003047×10^-2,1.956506421×10^0
1.163091421×10^1,1.746975836×10^0,7.500118268×10^-1,1.995641546×10^-1,1.911614021×10^0
1.164086321×10^1,2.411123786×10^0,5.952307659×10^-1,1.942611101×10^0,3.153023226×10^0
1.165081321×10^1,2.677491795×10^0,1.733387200×10^0,2.755792737×10^0,4.215209023×10^0
1.166076221×10^1,3.571029962×10^0,3.605092040×10^0,1.375016030×10^0,5.257338936×10^0
1.167071221×10^1,3.581291533×10^0,4.327398589×10^0,7.796163527×10^-1,5.670963697×10^0
1.168066121×10^1,2.151278054×10^0,3.264953073×10^0,2.192956131×10^0,4.482964692×10^0
1.169061133×10^1,1.435770647×10^0,2.321217145×10^0,1.525904599×10^0,3.126958783×10^0
1.170056033×10^1,1.195454981×10^0,2.108032925×10^0,8.740054699×10^-1,2.576198941×10^0
1.171050933×10^1,1.716623086×10^0,1.363815104×10^0,6.325787596×10^-1,2.281872552×10^0
1.172045933×10^1,1.695927159×10^0,1.048427986×10^0,-4.492181897×10^-1,2.043811917×10^0
1.173040933×10^1,1.753823657×10^0,1.158419960×10^0,-1.283224100×10^0,2.462620213×10^0
1.174035833×10^1,1.186029342×10^0,1.275776501×10^0,-1.185169802×10^0,2.106869417×10^0
1.175030733×10^1,5.919992291×10^-1,1.182276599×10^0,-1.275662919×10^-1,1.328350181×10^0
1.176025733×10^1,5.858824203×10^-2,8.050697941×10^-1,6.919513142×10^-1,1.063186990×10^0
1.177020633×10^1,-3.986997814×10^-1,4.586462402×10^-1,7.723997191×10^-1,9.828118922×10^-1
1.178015633×10^1,-6.637654690×10^-1,3.744089127×10^-1,8.900140500×10^-1,1.171704588×10^0
1.179010533×10^1,-8.060861132×10^-1,3.956571096×10^-1,6.516943308×10^-1,1.109515602×10^0
1.180005533×10^1,-9.049916198×10^-1,1.391666561×10^-1,3.682541335×10^-1,9.869084542×10^-1
1.181000433×10^1,-1.005424858×10^0,-3.547523278×10^-1,-9.791509788×10^-2,1.070661349×10^0
1.181995433×10^1,-8.136515332×10^-1,-8.619842523×10^-1,-5.983969967×10^-1,1.327827035×10^0
1.182990333×10^1,-5.864807366×10^-1,-1.288705280×10^0,-8.685465825×10^-1,1.661052112×10^0
1.183985333×10^1,-5.966731644×10^-1,-1.504843513×10^0,-8.762894654×10^-1,1.840775948×10^0
1.184980233×10^1,-7.554844552×10^-1,-1.630765057×10^0,-7.684773338×10^-1,1.954663358×10^0
1.185975233×10^1,-6.793214015×10^-1,-1.993584788×10^0,-9.976858485×10^-1,2.330501003×10^0
1.186970133×10^1,-3.953620445×10^-1,-4.632306912×10^0,-9.402714533×10^-1,4.743278284×10^0
1.187965133×10^1,-5.128966340×10^-1,-3.896457042×10^0,-1.195711747×10^0,4.107939510×10^0
1.188960033×10^1,-6.533609334×10^-1,-2.800881786×10^0,-1.692001777×10^0,3.336868188×10^0
1.189955033×10^1,-7.887182017×10^-1,-2.690767021×10^0,-1.919466067×10^0,3.398036719×10^0
1.190949933×10^1,-9.136413328×10^-1,-2.562344624×10^0,-1.836116347×10^0,3.282022805×10^0
1.191944933×10^1,-9.287597474×10^-1,-2.242860362×10^0,-1.709976118×10^0,2.969349355×10^0
1.192939833×10^1,-7.548943249×10^-1,-1.700696586×10^0,-1.235654662×10^0,2.233624132×10^0
1.193934833×10^1,-6.797223012×10^-1,-1.193465831×10^0,-6.277886474×10^-1,1.510133002×10^0
1.194929733×10^1,-3.150758267×10^-1,-1.134090865×10^0,-4.233303002×10^-1,1.250857070×10^0
1.195924733×10^1,-4.570190332×10^-1,-4.402544081×10^-1,-1.299502748×10^-1,6.477479560×10^-1
1.196919633×10^1,1.909400780×10^-1,7.997096515×10^-1,8.992918271×10^-1,1.218490636×10^0
1.197914633×10^1,2.327432296×10^-1,1.027548164×10^0,2.069924281×10^0,2.322630227×10^0
1.198909533×10^1,1.828275231×10^-1,5.442933315×10^-1,2.428893036×10^0,2.495837037×10^0
1.199904533×10^1,4.012739450×10^-1,2.991160709×10^-1,2.192986975×10^0,2.249373929×10^0
1.200899433×10^1,8.558744967×10^-1,4.207662231×10^-1,2.301611431×10^0,2.491381253×10^0
1.201894433×10^1,6.530366322×10^-1,5.226732516×10^-1,2.381883761×10^0,2.524483001×10^0
1.202889333×10^1,-3.563579732×10^-1,3.418451840×10^-1,2.285720453×10^0,2.338454003×10^0
1.203884333×10^1,-9.092876422×10^-1,2.892448014×10^-1,1.945717142×10^0,2.167090623×10^0
1.204879233×10^1,-8.730170712×10^-1,4.654050368×10^-1,1.414254940×10^0,1.725942551×10^0
1.205874233×10^1,-7.786682998×10^-1,6.827711856×10^-1,1.285730801×10^0,1.650940491×10^0
1.206869133×10^1,-7.798615703×10^-1,5.054502779×10^-1,7.196245779×10^-1,1.175382315×10^0
1.207864133×10^1,-7.846764600×10^-1,5.000088590×10^-1,2.430268009×10^-1,9.616589999×10^-1
1.208859033×10^1,-6.326362815×10^-1,7.095145959×10^-1,-4.257077050×10^-1,1.041569334×10^0
1.209854033×10^1,-7.836577289×10^-2,9.133181280×10^-1,-1.207060754×10^0,1.515680329×10^0
1.210848933×10^1,4.060107378×10^-1,7.410825437×10^-1,-1.881749918×10^0,2.062772603×10^0
1.211843933×10^1,7.762028213×10^-1,-8.318307459×10^-2,-2.425026273×10^0,2.547579766×10^0
1.212838833×10^1,8.007747218×10^-1,-9.823029935×10^-1,-2.015007232×10^0,2.380422960×10^0
1.213833833×10^1,5.656665127×10^-1,-1.112845591×10^0,-1.670774045×10^0,2.085638948×10^0
1.214828733×10^1,2.989893325×10^-2,-1.116586640×10^0,-2.291306298×10^0,2.549067324×10^0
1.215823733×10^1,-1.160835371×10^0,-9.910755712×10^-1,-2.043940863×10^0,2.550973108×10^0
1.216818633×10^1,-8.216082050×10^-1,-5.765652841×10^-1,-1.258152993×10^0,1.609477096×10^0
1.217813633×10^1,-6.491400477×10^-1,-3.767501378×10^-1,-1.113300505×10^0,1.342669536×10^0
1.218808533×10^1,-4.731152485×10^-1,-1.006487077×10^-1,-6.011230052×10^-1,7.715679283×10^-1
1.219803533×10^1,7.664205940×10^-3,1.068216133×10^-1,1.612789254×10^-1,1.935987833×10^-1
1.220798433×10^1,5.042692135×10^-1,4.199762642×10^-2,4.511577111×10^-1,6.779340090×10^-1
1.221793433×10^1,8.749140541×10^-1,-1.499810815×10^-3,3.554446381×10^-1,9.443610233×10^-1
1.222788333×10^1,1.121757260×10^0,1.486970329×10^-1,3.573233485×10^-1,1.186646591×10^0
1.223783333×10^1,1.160890847×10^0,3.985497272×10^-1,1.051639277×10^-1,1.231896463×10^0
1.224778233×10^1,9.329445266×10^-1,5.548539877×10^-1,-2.571786708×10^-1,1.115521988×10^0
1.225773233×10^1,6.418067622×10^-1,5.256956774×10^-1,-2.823496185×10^-1,8.763521965×10^-1
1.226768133×10^1,3.282239855×10^-1,4.521862364×10^-1,-1.061702335×10^-1,5.687490620×10^-1
1.227763133×10^1,-1.989081610×10^-2,3.311903876×10^-1,2.250809652×10^-1,4.009291188×10^-1
1.228758033×10^1,-3.558918770×10^-1,1.777325517×10^-1,5.508767116×10^-1,6.794946942×10^-1
1.229753033×10^1,-4.255027601×10^-1,-2.129497468×10^-2,6.924413109×10^-1,8.130074070×10^-1
1.230747933×10^1,-3.074282534×10^-1,-1.679922599×10^-1,6.043524224×10^-1,6.985523465×10^-1
1.231742933×10^1,-1.338604632×10^-1,-1.864881724×10^-1,4.290160596×10^-1,4.865709008×10^-1
1.232737833×10^1,-5.968128763×10^-2,-8.644582093×10^-2,1.311021763×10^-1,1.679955853×10^-1
1.233732833×10^1,-5.851900734×10^-2,-1.931920052×10^-3,-1.932137860×10^-1,2.018904992×10^-1
1.234727733×10^1,-7.413575090×10^-2,7.624184489×10^-2,-3.178371012×10^-1,3.351557122×10^-1
1.235722733×10^1,-1.478748048×10^-1,-1.041272163×10^-2,-1.475246662×10^-1,2.091384943×10^-1
1.236717633×10^1,-2.073542173×10^-1,-2.039666694×10^-1,2.182075632×10^-1,3.636106631×10^-1
1.237712633×10^1,-3.293231524×10^-1,-3.888515353×10^-1,5.960468911×10^-1,7.841754597×10^-1
1.238707533×10^1,-6.300524700×10^-1,-5.283047050×10^-1,7.742811339×10^-1,1.129417217×10^0
1.239702533×10^1,-8.100018474×10^-1,-4.685262805×10^-1,5.302822334×10^-1,1.075555259×10^0
1.240697433×10^1,-8.785325304×10^-1,-4.539520955×10^-1,2.258508973×10^-1,1.014347347×10^0
1.241692433×10^1,-8.067412207×10^-1,-4.240488499×10^-1,-2.468127269×10^-1,9.442273807×10^-1
1.242687333×10^1,-3.471999544×10^-1,-3.660509026×10^-1,-6.131707545×10^-1,7.940525460×10^-1
1.243682233×10^1,1.905469806×10^-1,-2.569213933×10^-1,-7.045501636×10^-1,7.737620352×10^-1
1.244677233×10^1,5.193317872×10^-1,-1.393327171×10^-1,-7.122575247×10^-1,8.924292088×10^-1
1.245672133×10^1,5.797744188×10^-1,-5.428438067×10^-2,-5.972135568×10^-1,8.341158211×10^-1
1.246667133×10^1,4.436899762×10^-1,4.144214094×10^-2,-3.930973448×10^-1,5.942253516×10^-1
1.247662033×10^1,1.233097930×10^-1,7.309896648×10^-2,-1.791231658×10^-1,2.294207324×10^-1
1.248657033×10^1,-1.160296806×10^-1,8.481971025×10^-2,-8.821328804×10^-2,1.686382347×10^-1
1.249651933×10^1,-1.702470376×10^-1,1.365424258×10^-1,-1.790388197×10^-1,2.822813965×10^-1
1.250646933×10^1,-7.822616148×10^-2,1.807070303×10^-1,-3.023310162×10^-1,3.608024480×10^-1
1.251641833×10^1,-7.879762631×10^-4,2.109061450×10^-1,-4.123142190×10^-1,4.631252942×10^-1
1.252636833×10^1,6.666999855×10^-2,2.051741195×10^-1,-4.935598187×10^-1,5.386488677×10^-1
1.253631733×10^1,1.365108051×10^-1,1.509827095×10^-1,-5.067688251×10^-1,5.461186872×10^-1
1.254626733×10^1,1.818552773×10^-1,1.691687196×10^-1,-3.583980668×10^-1,4.360488182×10^-1
1.255621633×10^1,9.683914625×10^-2,2.545866001×10^-1,-4.748070672×10^-2,2.764897370×10^-1
1.256616633×10^1,-5.349977570×10^-2,3.245649076×10^-1,2.048180240×10^-1,3.874984235×10^-1
1.257611533×10^1,-7.473824252×10^-2,4.134168577×10^-1,2.441237386×10^-1,4.858968027×10^-1
1.258606533×10^1,-1.222607842×10^-1,4.934851205×10^-1,1.348502415×10^-1,5.259846492×10^-1
1.259601433×10^1,-1.713023686×10^-1,5.306874454×10^-1,-1.680080473×10^-2,5.579031576×10^-1
1.260596433×10^1,-2.411224359×10^-1,4.924916786×10^-1,-7.085027352×10^-2,5.529085311×10^-1
1.261591333×10^1,-1.001490449×10^-1,3.581554073×10^-1,-6.523343816×10^-2,3.775718851×10^-1
1.262586333×10^1,2.035047211×10^-1,1.606510806×10^-1,-9.659717202×10^-2,2.766838536×10^-1
1.263581233×10^1,4.031200571×10^-1,2.119206369×10^-2,-9.598920777×10^-2,4.149322981×10^-1
1.264576233×10^1,4.595480271×10^-1,4.072117925×10^-2,-6.550182536×10^-2,4.659754208×10^-1
1.265571133×10^1,3.562526868×10^-1,9.047572196×10^-2,-2.470287815×10^-2,3.683911852×10^-1
1.266566133×10^1,4.959016286×10^-2,2.587743759×10^-2,3.297698066×10^-2,6.493309851×10^-2
1.267561033×10^1,-1.262670406×10^-1,-7.140619755×10^-2,1.579233545×10^-1,2.144341309×10^-1
1.268556058×10^1,-1.419869510×10^-1,-2.670014083×10^-2,2.163345538×10^-1,2.601419438×10^-1
1.269550958×10^1,-2.315324357×10^-1,3.119840384×10^-2,2.248077540×10^-1,3.242208128×10^-1
1.270545958×10^1,-2.404999632×10^-1,-7.238852978×10^-3,2.108019184×10^-1,3.198907346×10^-1
1.271540858×10^1,-3.792723343×10^-2,-3.516515493×10^-2,1.614482023×10^-1,1.695304845×10^-1
1.272535858×10^1,1.792258027×10^-1,-3.709649026×10^-2,1.562054425×10^-1,2.406204027×10^-1
1.273530758×10^1,2.513246760×10^-1,-7.356966734×10^-3,-6.359431744×10^-3,2.515127434×10^-1
1.274525758×10^1,2.131453910×10^-1,1.787213159×10^-1,-1.091241737×10^0,1.126135336×10^0
1.275520658×10^1,-4.548372909×10^-1,2.070165771×10^-1,-1.426258689×10^0,1.511273196×10^0
1.276515658×10^1,-7.997193725×10^-1,-3.685967803×10^-2,-7.267954570×10^-1,1.081268397×10^0
